movieId,title,genres
2085,101 Dalmatians,Adventure|Children|Comedy
3991,102 Dalmatians,Children|Comedy
8905,1492: Conquest of Paradise,Adventure|Drama
62383,"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi
5954,25th Hour,Crime|Drama
4748,3 Ninjas,Action|Children|Comedy
4749,3 Ninjas Kick Back,Action|Children|Comedy
161181,A Beautiful Planet,Documentary
160474,Adventures in Babysitting,Comedy
86593,African Cats,Adventure|Documentary
1592,Air Bud,Children|Comedy
200540,Aladdin,Adventure|Fantasy|Romance
158813,Alice Through the Looking Glass,Children|Fantasy
178635,Alice in Wonderland,Fantasy
31429,Aliens of the Deep,Documentary|IMAX
169418,Alive,Drama|Fantasy|Mystery
8637,America's Heart and Soul,Documentary
110597,Angels in the Outfield,Comedy|Fantasy
6788,Angie,Comedy|Drama|Romance
43556,Annapolis,Drama
415,Another Stakeout,Comedy|Thriller
122900,Ant-Man,Action|Adventure|Sci-Fi
48304,Apocalypto,Adventure|Drama|Thriller
2699,Arachnophobia,Comedy|Horror
1917,Armageddon,Action|Romance|Sci-Fi|Thriller
161474,Around the World in 80 Days,Adventure|Drama
5580,Aspen Extreme,Action
4366,Atlantis: The Lost Empire,Adventure|Animation|Children|Fantasy
122892,Avengers: Age of Ultron,Action|Adventure|Sci-Fi
142663,Babes in Toyland,Children|Fantasy|Musical
187431,Bad Company,Western
4474,Beaches,Comedy|Drama|Musical
110678,Bears,Documentary
198403,Beauty and the Beast,Fantasy|Romance
1031,Bedknobs and Broomsticks,Adventure|Children|Musical
65088,Bedtime Stories,Adventure|Children|Comedy
113,Before and After,Drama|Mystery
96259,Beloved,Drama|Musical|Romance
3673,Benji the Hunted,Adventure|Children
5581,Betsy's Wedding,Comedy
63540,Beverly Hills Chihuahua,Adventure|Children|Comedy
3156,Bicentennial Man,Drama|Romance|Sci-Fi
208413,Big Business,Comedy
115617,Big Hero 6,Action|Animation|Comedy
6601,Big Trouble,Comedy|Crime
5689,Billy Bathgate,Crime|Drama
2035,Blackbeard's Ghost,Children|Comedy
2036,Blank Check,Children|Comedy
192491,Blaze,Drama
147539,Bolt,Action|Crime|Drama
198259,Bon Voyage!,Children|Comedy
6233,Born Yesterday,Comedy|Romance
195079,Boys,Drama
148590,Brave,Drama
2507,Breakfast of Champions,Comedy|Sci-Fi
143385,Bridge of Spies,Drama|Thriller
50601,Bridge to Terabithia,Adventure|Children|Fantasy
6212,Bringing Down the House,Comedy
6889,Brother Bear,Adventure|Animation|Children
4732,Bubble Boy,Comedy
429,Cabin Boy,Comedy
7155,Calendar Girls,Comedy
6625,Camp Nowhere,Adventure|Children|Comedy
4091,Can't Buy Me Love,Comedy|Romance
122920,Captain America: Civil War,Action|Sci-Fi|Thriller
110102,Captain America: The Winter Soldier,Action|Adventure|Sci-Fi|IMAX
5582,Captain Ron,Adventure|Comedy
45517,Cars,Animation|Children|Comedy
87876,Cars 2,Adventure|Animation|Children|Comedy|IMAX
128862,Casanova,Comedy|Drama|Romance
710,Celtic Pride,Comedy
2039,Cheetah,Adventure|Children
197827,Chicken Little,Animation|Children
95069,Chimpanzee,Documentary
205873,Cinderella,Fantasy|Romance
142384,Cocktail,Drama|Romance
6751,Cold Creek Manor,Drama|Thriller
58291,College Road Trip,Comedy
436,Color of Night,Drama|Thriller
1552,Con Air,Action|Adventure|Thriller
67788,Confessions of a Shopaholic,Comedy|Romance
7316,Confessions of a Teenage Drama Queen,Comedy
6802,Consenting Adults,Thriller
1020,Cool Runnings,Comedy
4845,Corky Romano,Comedy|Crime
3110,Country,Drama
3825,Coyote Ugly,Comedy|Drama|Romance
3145,Cradle Will Rock,Drama
161,Crimson Tide,Drama|Thriller|War
7223,D.O.A.,Film-Noir|Mystery|Thriller
2042,D2: The Mighty Ducks,Children|Comedy
1005,D3: The Mighty Ducks,Children|Comedy
55267,Dan in Real Life,Comedy|Drama|Romance
31,Dangerous Minds,Drama
34143,Dark Water,Drama|Horror|Thriller
1246,Dead Poets Society,Drama
42,Dead Presidents,Action|Crime|Drama
33998,Deceived,Thriller
1762,Deep Rising,Action|Horror|Sci-Fi
106540,Delivery Man,Comedy
3146,Deuce Bigalow: Male Gigolo,Comedy
2616,Dick Tracy,Action|Crime
3615,Dinosaur,Adventure|Animation|Children
4583,Disorganized Crime,Action|Comedy
122922,Doctor Strange,Action|Animation|Children|Fantasy|Sci-Fi
86941,Double Take,Documentary
2566,Doug's 1st Movie,Animation|Children
5548,Down and Out in Beverly Hills,Comedy
3901,Duets,Comedy|Drama
188899,Déjà Vu,Drama|Romance
68522,Earth,Drama|War
235,Ed Wood,Comedy|Drama
656,Eddie,Comedy
43917,Eight Below,Action|Adventure|Drama|Romance
56152,Enchanted,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance
3243,Encino Man,Comedy
2627,Endurance,Documentary|Drama
2353,Enemy of the State,Action|Thriller
4104,Ernest Goes to Camp,Comedy
5584,Ernest Goes to Jail,Comedy
4502,Ernest Saves Christmas,Children|Comedy
5585,Ernest Scared Stupid,Comedy
1416,Evita,Drama|Musical
1282,Fantasia,Animation|Children|Fantasy|Musical
8380,Father Hood,Comedy
6944,Father of the Bride,Comedy
5,Father of the Bride Part II,Comedy
167,Feast of July,Drama
157296,Finding Dory,Adventure|Animation|Comedy
6377,Finding Nemo,Adventure|Animation|Children|Comedy
7313,Fire Birds,Action|Adventure
2197,Firelight,Drama
881,First Kid,Children|Comedy
2046,Flight of the Navigator,Adventure|Children|Sci-Fi
37727,Flightplan,Action|Drama|Thriller
1702,Flubber,Children|Comedy|Fantasy
171191,Frankenweenie,Children|Comedy
192411,Freaky Friday,Children|Fantasy
89030,Fright Night,Comedy|Horror|Thriller
118818,Frozen,Fantasy|Romance
3446,Funny Bones,Comedy|Drama
70697,G-Force,Action|Adventure|Children|Fantasy
1586,G.I. Jane,Action|Drama
6289,Ghosts of the Abyss,Documentary|IMAX
42730,Glory Road,Drama
38388,Goal! The Dream Begins,Drama
870,Gone Fishin',Comedy
26322,Gone in 60 Seconds,Action|Crime|Drama
6238,Green Card,Comedy|Drama|Romance
4600,Gross Anatomy,Comedy|Drama
1500,Grosse Pointe Blank,Comedy|Crime|Romance
112852,Guardians of the Galaxy,Action|Adventure|Sci-Fi
463,Guilty as Sin,Crime|Drama|Thriller
177567,Gun Shy,Comedy
1840,He Got Game,Drama
108806,Heartbreak Hotel,Comedy
180735,Hello Again,Drama|Romance
2051,Herbie Goes to Monte Carlo,Adventure|Children|Comedy
33830,Herbie: Fully Loaded,Adventure|Comedy|Romance
170433,Hercules,Adventure|Animation|Children|Comedy|Musical
7324,Hidalgo,Adventure|Drama
3481,High Fidelity,Comedy|Drama|Romance
4879,High Heels and Low Lifes,Action|Comedy|Crime|Drama
62912,High School Musical 3: Senior Year,Musical
2052,Hocus Pocus,Children|Comedy|Fantasy|Horror
6297,Holes,Adventure|Children|Comedy|Mystery
2306,Holy Man,Comedy
141283,Holy Matrimony,Comedy|Drama
7374,Home on the Range,Animation|Children|Comedy|Musical|Western
1015,Homeward Bound: The Incredible Journey,Adventure|Children|Drama
2054,"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi
248,Houseguest,Comedy
124230,I Love Trouble,Crime|Drama
2339,I'll Be Home For Christmas,Comedy|Romance
32289,Ice Princess,Children|Comedy|Drama
473,In the Army Now,Comedy|War
88315,Indian Summer,Drama
26774,Innocent Blood,Comedy|Horror
205277,Inside Out,Drama|Mystery|Thriller
2720,Inspector Gadget,Action|Adventure|Children|Comedy
208158,Instinct,Drama|Thriller
165399,Into the Woods,Children|Comedy|Fantasy|Musical
47644,Invincible,Drama
102125,Iron Man 3,Action|Sci-Fi|Thriller|IMAX
5357,Iron Will,Adventure
6827,It's Pat,Comedy
163557,Jack,Drama
661,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical
254,Jefferson in Paris,Drama
93363,John Carter,Action|Adventure|Sci-Fi|IMAX
173,Judge Dredd,Action|Crime|Sci-Fi
4240,Just Visiting,Comedy|Fantasy
810,Kazaam,Children|Comedy|Fantasy
3536,Keeping the Faith,Comedy|Drama|Romance
8640,King Arthur,Action|Adventure|Drama|War
1855,Krippendorf's Tribe,Comedy
1730,Kundun,Drama
8908,Ladder 49,Action|Drama|Thriller
208800,Lady and the Tramp,Comedy|Romance
726,Last Dance,Drama
5444,Lilo & Stitch,Adventure|Animation|Children|Sci-Fi
98154,Lincoln,Drama|War
159809,Mad Love,Horror|Romance
111659,Maleficent,Action|Adventure|Children|IMAX
31867,Man of the House,Comedy
85261,Mars Needs Moms,Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX
4822,Max Keeble's Big Move,Children|Comedy
129659,"McFarland, USA",Drama
2822,Medicine Man,Adventure|Romance
1822,Meet the Deedles,Children|Comedy
52287,Meet the Robinsons,Action|Adventure|Animation|Children|Comedy|Sci-Fi
135127,Metro,Action|Thriller
278,Miami Rhapsody,Comedy
4335,Midnight Madness,Comedy
2430,Mighty Joe Young,Adventure|Children|Drama
7263,Miracle,Drama
61991,Miracle at St. Anna,Drama|Mystery|War
3354,Mission to Mars,Sci-Fi
166461,Moana,Documentary
7229,Money for Nothing,Comedy|Crime
132458,Monkey Kingdom,Documentary
103141,Monsters University,Adventure|Animation|Comedy
4886,"Monsters, Inc.",Adventure|Animation|Children|Comedy|Fantasy
5625,Moonlight Mile,Drama|Romance
150556,Morning Light,Documentary
8864,Mr. 3000,Comedy|Drama
7012,Mr. Destiny,Comedy|Fantasy
62,Mr. Holland's Opus,Drama
1731,Mr. Magoo,Comedy
102,Mr. Wrong,Comedy
90620,Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance
2883,Mumford,Comedy|Drama
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical
110297,Muppets Most Wanted,Adventure|Comedy|Crime
131606,My Boyfriend's Back,Comedy
2498,My Favorite Martian,Comedy|Sci-Fi
2615,My Science Project,Adventure|Sci-Fi
2889,"Mystery, Alaska",Comedy|Drama
8972,National Treasure,Action|Adventure|Drama|Mystery|Thriller
109850,Need for Speed,Action|Crime|Drama|IMAX
3347,Never Cry Wolf,Adventure|Drama
4628,New York Stories,Comedy|Drama
2084,Newsies,Children|Musical
7356,Night Crossing,Drama
14,Nixon,Drama
7647,Noises Off...,Comedy
4027,"O Brother, Where Art Thou?",Adventure|Comedy|Crime
76054,Oceans,Documentary|Drama
121491,Off Beat,Drama|Romance
72696,Old Dogs,Comedy
709,Oliver & Company,Adventure|Animation|Children|Comedy|Musical
6240,One Good Cop,Action|Crime|Drama
2086,One Magic Christmas,Drama|Fantasy
6617,Open Range,Western
688,Operation Dumbo Drop,Action|Adventure|Comedy|War
142020,Oscar,Comedy|Crime|Mystery|Romance
31049,Out Cold,Comedy|Thriller
2752,Outrageous Fortune,Comedy|Mystery
101112,Oz the Great and Powerful,Action|Adventure|Fantasy|IMAX
181157,Paradise,Romance
8041,Passed Away,Comedy
4310,Pearl Harbor,Action|Drama|Romance|War
95567,People Like Us,Drama
802,Phenomenon,Drama|Romance
6251,Piglet's Big Movie,Animation|Children
199540,Pinocchio,Children|Fantasy|Musical
3180,Play it to the Bone,Comedy|Drama
1647,Playing God,Crime|Drama|Thriller
48,Pocahontas,Animation|Children|Drama|Musical|Romance
31687,Pooh's Heffalump Movie,Animation|Children
208945,Powder,Drama|Sci-Fi
1442,Prefontaine,Drama
597,Pretty Woman,Comedy|Romance
50440,Primeval,Horror|Thriller
89194,Prom,Comedy|Drama
162596,Queen of Katwe,Drama
300,Quiz Show,Drama
70305,Race to Witch Mountain,Adventure|Children|Fantasy|Sci-Fi|Thriller
8362,Raising Helen,Comedy|Drama|Romance
7197,Ransom,Crime|Thriller
50872,Ratatouille,Animation|Children|Drama
90249,Real Steel,Action|Drama|Sci-Fi|IMAX
4154,Recess: School's Out,Animation|Children
373,Red Rock West,Thriller
5463,Reign of Fire,Action|Adventure|Fantasy
3916,Remember the Titans,Drama
516,Renaissance Man,Comedy|Drama
2093,Return to Oz,Adventure|Children|Fantasy
4534,Return to Snowy River,Adventure|Drama|Western
166528,Rogue One: A Star Wars Story,Action|Adventure|Fantasy|Sci-Fi
1513,Romy and Michele's High School Reunion,Comedy
118033,Roommates,Comedy|Drama|Romance
178551,Running Brave,Drama
2395,Rushmore,Comedy|Drama
2463,Ruthless People,Comedy
3711,Sarafina!,Drama
107141,Saving Mr. Banks,Comedy|Drama
6320,Scenes from a Mall,Comedy
80839,Secretariat,Adventure|Drama
1055,Shadow Conspiracy,Thriller
6156,Shanghai Knights,Action|Adventure|Comedy
3624,Shanghai Noon,Action|Adventure|Comedy|Western
132840,Shoot to Kill,Crime
39414,Shopgirl,Comedy|Drama|Romance
126008,Signs,Romance
2236,Simon Birch,Drama
3247,Sister Act,Comedy|Crime
144522,Sky High,Action|Horror|Thriller
130800,Sleeping Beauty,Drama
5048,Snow Dogs,Adventure|Children|Comedy
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical
2097,Something Wicked This Way Comes,Children|Drama|Fantasy|Mystery|Thriller
542,Son in Law,Comedy|Drama|Romance
2099,Song of the South,Adventure|Animation|Children|Musical
5255,Sorority Boys,Comedy
5596,Spaced Invaders,Adventure|Comedy|Sci-Fi
2100,Splash,Comedy|Fantasy|Romance
743,Spy Hard,Comedy
2101,Squanto: A Warrior's Tale,Adventure|Drama
5553,Stakeout,Comedy|Crime|Romance|Thriller
44731,Stay Alive,Horror|Sci-Fi|Thriller
166173,Stella,Romance
47382,Step Up,Drama|Romance
58107,Step Up 2 the Streets,Drama|Musical|Romance
80222,Step Up 3D,Drama|Romance
45221,Stick It,Comedy
6423,Straight Talk,Comedy
126482,Strange Magic,Animation|Children|Fantasy|Musical
2702,Summer of Sam,Drama
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
71530,Surrogates,Action|Sci-Fi|Thriller
5620,Sweet Home Alabama,Comedy|Romance
198583,Swing Kids,Drama|War
60939,Swing Vote,Comedy|Drama
5307,Taking Care of Business,Comedy
2103,Tall Tale,Adventure|Children|Fantasy|Western
138616,Tangled,Drama|Mystery|Thriller
121115,Tarzan,Adventure|Animation|Children|Drama
548,Terminal Velocity,Action|Mystery|Thriller
2104,Tex,Drama
1460,That Darn Cat,Children|Comedy|Mystery
7379,The Alamo,Drama|War|Western
186197,The BFG,Children|Fantasy
175441,The Black Hole,Sci-Fi|Thriller
157324,The Boatniks,Children|Comedy
128295,The Count of Monte Cristo,Adventure|Drama|Romance
189835,The Crew,Crime|Drama|Thriller
151777,The Finest Hours,Drama|Thriller
136016,The Good Dinosaur,Adventure|Animation|Children|Comedy|Fantasy
121919,The Good Mother,Drama|Mystery|Thriller
113275,The Hundred-Foot Journey,Comedy|Drama
137857,The Jungle Book,Adventure|Drama|Fantasy
199255,The Kid,Drama|Western
162592,The Light Between Oceans,Drama
203222,The Lion King,Adventure|Animation|Children|Drama
193537,The Little Mermaid,Animation|Fantasy
121693,The Lone Ranger,Western
122234,The Lookout,Action|Crime|Thriller
142765,The Program,Drama
194508,The Proposal,Documentary
157468,The Rescue,Action|Adventure|Drama
197499,The Sixth Sense,Drama
172411,The Sorcerer's Apprentice,Animation|Drama
160908,The Three Musketeers,Adventure|Comedy
194600,The Village,Animation
120821,The War at Home,Documentary|War
106072,Thor: The Dark World,Action|Adventure|Fantasy|IMAX
4675,Three Fugitives,Action|Comedy
1395,Tin Men,Comedy|Drama
8,Tom and Huck,Adventure|Children
553,Tombstone,Action|Drama|Western
132046,Tomorrowland,Action|Adventure|Children|Mystery|Sci-Fi
118738,Tough Guys,Comedy
1,Toy Story,Adventure|Animation|Children|Comedy|Fantasy
3114,Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy
78499,Toy Story 3,Adventure|Animation|Children|Comedy|Fantasy|IMAX
5882,Treasure Planet,Adventure|Animation|Children|Sci-Fi|IMAX
160392,Trenchcoat,Children|Comedy|Crime|Mystery
2105,Tron,Action|Adventure|Sci-Fi
82461,Tron: Legacy,Action|Adventure|Sci-Fi|IMAX
5667,Tuck Everlasting,Drama|Fantasy
4677,Turner & Hooch,Comedy|Crime
618,Two Much,Comedy|Romance
3994,Unbreakable,Drama|Sci-Fi
6765,Under the Tuscan Sun,Comedy|Drama|Romance
141755,Underdog,Drama
205,Unstrung Heroes,Comedy|Drama
68954,Up,Adventure|Animation|Children|Drama
36397,Valiant,Adventure|Animation|Children|Comedy|Fantasy|War
6884,Veronica Guerin,Crime|Drama|Thriller
77154,Waking Sleeping Beauty,Animation|Documentary
91126,War Horse,Drama|War
1650,Washington Square,Drama
3809,What About Bob?,Comedy
381,When a Man Loves a Woman,Drama|Romance
121190,When in Rome,Comedy|Romance
6481,Where the Heart Is,Comedy|Drama
339,While You Were Sleeping,Comedy|Romance
190339,White Fang,Animation|Drama
5362,White Fang 2: Myth of the White Wolf,Adventure|Children
86,White Squall,Action|Adventure|Drama
2987,Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
26760,Wild Hearts Can't Be Broken,Drama|Romance
51575,Wild Hogs,Adventure|Comedy
88267,Winnie the Pooh,Animation|Children|Comedy
97913,Wreck-It Ralph,Animation|Comedy
85505,X Games 3D: The Movie,Documentary
80858,You Again,Comedy
182339,Zokkomon,Sci-Fi
152081,Zootopia,Action|Adventure|Animation|Children|Comedy
